grid_id,time,weather,temperature,pressure,humidity,wind_direction,wind_speed,station_id,longitude,latitude,station_class
beijing_grid_216,2018-05-02 22:00:00,CLEAR_DAY,15.0,1006.8885,27.0,350.97,12.4,liulihe_aq,116.0,39.6,other
beijing_grid_216,2018-05-02 23:00:00,CLEAR_DAY,16.0,1008.8764,22.0,2.05,18.31,liulihe_aq,116.0,39.6,other
beijing_grid_224,2018-05-01 00:00:00,HAZE,15.0,945.0089,36.0,334.05,13.02,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-01 01:00:00,PARTLY_CLOUDY_DAY,17.0,945.3517,31.0,343.23,13.3,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-01 02:00:00,PARTLY_CLOUDY_DAY,18.0,945.5478,29.0,354.52,12.98,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-01 03:00:00,PARTLY_CLOUDY_DAY,19.0,945.5383,27.0,4.64,11.68,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-01 04:00:00,PARTLY_CLOUDY_DAY,20.0,944.42,24.0,3.2,8.46,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-01 05:00:00,PARTLY_CLOUDY_DAY,20.0,944.2056,23.0,16.97,5.56,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-01 06:00:00,PARTLY_CLOUDY_DAY,20.0,944.1275,25.0,47.45,4.09,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-01 07:00:00,PARTLY_CLOUDY_DAY,19.0,944.2402,30.0,71.09,5.15,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-01 08:00:00,RAIN,19.0,944.7959,37.0,71.39,7.06,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-01 09:00:00,RAIN,17.0,944.8619,43.0,61.38,8.24,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-01 10:00:00,CLOUDY,17.0,945.6235,54.0,44.71,5.66,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-01 11:00:00,CLOUDY,16.0,945.8951,56.0,23.63,6.76,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-01 12:00:00,CLOUDY,15.0,946.204,56.0,10.91,7.5,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-01 13:00:00,CLOUDY,14.0,946.6132,58.0,3.91,6.82,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-01 14:00:00,CLOUDY,13.0,947.0395,59.0,356.99,5.36,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-01 15:00:00,CLOUDY,12.0,947.3635,59.0,345.62,4.32,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-01 16:00:00,CLOUDY,10.5,945.9724,65.0,345.14,3.73,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-01 17:00:00,CLOUDY,9.8,947.0181,63.0,329.37,5.29,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-01 18:00:00,CLOUDY,9.3,947.1898,60.0,324.9,7.31,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-01 19:00:00,CLOUDY,9.2,947.3463,57.0,325.23,8.48,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-01 20:00:00,PARTLY_CLOUDY_NIGHT,9.1,947.5093,55.0,325.97,8.79,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-01 21:00:00,PARTLY_CLOUDY_NIGHT,9.0,946.8552,51.0,326.29,8.46,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-01 22:00:00,PARTLY_CLOUDY_DAY,8.0,948.0934,44.0,320.76,7.96,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-01 23:00:00,PARTLY_CLOUDY_DAY,11.0,948.4526,37.0,315.01,7.9,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-02 00:00:00,PARTLY_CLOUDY_DAY,12.0,948.6709,30.0,316.99,8.7,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,15.0,948.6389,25.0,326.98,10.81,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-02 02:00:00,CLEAR_DAY,17.0,948.3819,21.0,333.95,13.77,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-02 03:00:00,CLEAR_DAY,18.0,947.9588,19.0,333.6,16.16,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-02 04:00:00,CLEAR_DAY,19.0,947.1493,18.0,328.6,16.87,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-02 05:00:00,CLEAR_DAY,21.0,946.5354,18.0,321.49,17.49,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-02 06:00:00,PARTLY_CLOUDY_DAY,20.0,945.8923,17.0,318.34,17.65,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-02 07:00:00,PARTLY_CLOUDY_DAY,20.0,945.25,17.0,322.8,17.21,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-02 08:00:00,PARTLY_CLOUDY_DAY,20.0,944.7033,17.0,331.21,16.21,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-02 09:00:00,CLOUDY,19.0,944.3634,20.0,338.17,14.19,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-02 10:00:00,CLOUDY,18.0,944.3582,23.0,357.2,11.09,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-02 11:00:00,CLOUDY,16.0,944.7382,28.0,350.73,6.74,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-02 12:00:00,CLOUDY,16.0,945.273,32.0,328.28,4.5,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-02 13:00:00,PARTLY_CLOUDY_NIGHT,14.0,945.8351,33.0,321.17,5.63,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-02 14:00:00,PARTLY_CLOUDY_NIGHT,14.0,946.3736,33.0,328.0,8.25,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-02 15:00:00,PARTLY_CLOUDY_NIGHT,13.0,946.8567,32.0,333.18,10.67,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-02 16:00:00,PARTLY_CLOUDY_NIGHT,10.5,946.3283,29.0,335.69,11.15,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-02 17:00:00,PARTLY_CLOUDY_NIGHT,9.8,946.7702,30.0,329.47,10.54,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-02 18:00:00,PARTLY_CLOUDY_NIGHT,9.6,947.1477,31.0,319.67,9.72,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-02 19:00:00,CLEAR_NIGHT,9.2,947.3793,33.0,309.6,9.5,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-02 20:00:00,CLEAR_NIGHT,9.1,947.5699,33.0,304.82,9.94,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-02 21:00:00,CLEAR_NIGHT,9.0,947.8711,32.0,309.04,10.91,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-02 22:00:00,CLEAR_DAY,5.0,948.421,30.0,321.79,12.99,badaling_aq,116.0,40.4,other
beijing_grid_224,2018-05-02 23:00:00,CLEAR_DAY,9.0,949.0308,26.0,333.33,15.88,badaling_aq,116.0,40.4,other
beijing_grid_225,2018-05-01 00:00:00,RAIN,15.0,935.9981,39.0,340.54,13.56,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-01 01:00:00,PARTLY_CLOUDY_DAY,17.0,942.1463,33.0,344.22,13.66,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-01 02:00:00,HAZE,18.0,936.0066,32.0,357.04,13.64,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-01 03:00:00,HAZE,19.0,942.3127,28.0,4.42,11.88,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-01 04:00:00,HAZE,20.0,941.1179,24.0,3.92,7.88,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-01 05:00:00,HAZE,20.0,940.8728,23.0,25.41,4.8,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-01 06:00:00,PARTLY_CLOUDY_DAY,20.0,940.7931,26.0,67.42,4.09,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-01 07:00:00,PARTLY_CLOUDY_DAY,19.0,940.9467,31.0,84.5,5.79,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-01 08:00:00,RAIN,19.0,934.7099,40.0,80.05,8.36,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-01 09:00:00,RAIN,17.0,941.6939,46.0,66.54,8.57,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-01 10:00:00,RAIN,17.0,942.3827,55.0,49.38,5.89,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-01 11:00:00,CLOUDY,16.0,936.8995,58.0,26.8,6.29,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-01 12:00:00,CLOUDY,15.0,942.972,58.0,5.22,7.84,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-01 13:00:00,CLOUDY,14.0,939.55,58.0,359.75,7.66,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-01 14:00:00,CLOUDY,13.0,943.7206,58.0,355.69,6.7,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-01 15:00:00,CLOUDY,12.0,944.0099,58.0,351.55,5.73,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-01 16:00:00,CLOUDY,10.5,943.492,63.0,346.23,4.32,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-01 17:00:00,CLOUDY,9.8,943.6906,61.0,334.92,5.89,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-01 18:00:00,CLOUDY,9.3,943.8874,58.0,331.47,7.63,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-01 19:00:00,PARTLY_CLOUDY_NIGHT,9.2,944.0593,56.0,332.45,8.6,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-01 20:00:00,PARTLY_CLOUDY_NIGHT,9.1,944.2247,54.0,333.54,8.77,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-01 21:00:00,PARTLY_CLOUDY_NIGHT,9.0,944.4125,51.0,330.68,8.31,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-01 22:00:00,PARTLY_CLOUDY_DAY,8.0,941.1705,45.0,327.2,7.96,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-01 23:00:00,PARTLY_CLOUDY_DAY,11.0,945.1118,38.0,315.98,7.71,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-02 00:00:00,PARTLY_CLOUDY_DAY,12.0,945.3109,31.0,317.04,8.79,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-02 01:00:00,CLEAR_DAY,15.0,945.2702,26.0,328.66,11.29,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-02 02:00:00,CLEAR_DAY,17.0,945.0094,22.0,336.69,14.71,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-02 03:00:00,CLEAR_DAY,18.0,944.5795,20.0,336.25,17.23,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-02 04:00:00,CLEAR_DAY,19.0,943.7652,18.0,329.61,17.83,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-02 05:00:00,CLEAR_DAY,21.0,943.1587,18.0,320.67,18.0,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-02 06:00:00,PARTLY_CLOUDY_DAY,20.0,942.5515,18.0,315.49,17.6,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-02 07:00:00,PARTLY_CLOUDY_DAY,20.0,941.9801,18.0,318.99,16.35,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-02 08:00:00,CLOUDY,20.0,939.0974,19.0,330.69,12.98,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-02 09:00:00,CLOUDY,19.0,941.189,22.0,336.31,12.56,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-02 10:00:00,CLOUDY,18.0,941.1292,23.0,359.14,9.85,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-02 11:00:00,RAIN,16.0,941.4339,27.0,353.59,6.64,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-02 12:00:00,CLOUDY,16.0,941.9066,30.0,337.65,5.2,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-02 13:00:00,PARTLY_CLOUDY_NIGHT,14.0,942.4538,31.0,333.89,6.51,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-02 14:00:00,PARTLY_CLOUDY_NIGHT,14.0,943.0067,32.0,338.42,9.1,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-02 15:00:00,PARTLY_CLOUDY_NIGHT,13.0,943.5031,31.0,341.5,11.32,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-02 16:00:00,PARTLY_CLOUDY_NIGHT,10.5,942.9673,30.0,340.34,11.11,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-02 17:00:00,CLEAR_NIGHT,9.8,943.3888,31.0,334.1,10.59,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-02 18:00:00,CLEAR_NIGHT,9.6,943.7493,32.0,324.78,9.76,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-02 19:00:00,CLEAR_NIGHT,9.2,943.9793,34.0,314.8,9.27,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-02 20:00:00,CLEAR_NIGHT,9.1,944.1777,35.0,309.29,9.42,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-02 21:00:00,CLEAR_NIGHT,9.0,944.4855,34.0,312.84,10.34,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-02 22:00:00,CLEAR_DAY,5.0,945.0314,31.0,325.08,12.8,yanqin_aq,116.0,40.5,suburban
beijing_grid_225,2018-05-02 23:00:00,CLEAR_DAY,9.0,945.6275,28.0,335.62,16.21,yanqin_aq,116.0,40.5,suburban
beijing_grid_238,2018-05-01 00:00:00,CLOUDY,19.0,1001.1856,38.0,35.08,11.63,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-01 01:00:00,CLOUDY,21.0,1001.5118,32.0,42.58,15.07,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-01 02:00:00,HAZE,22.0,1001.6775,26.0,45.31,18.32,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-01 03:00:00,PARTLY_CLOUDY_DAY,22.0,1002.3404,22.0,44.04,20.75,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-01 04:00:00,HAZE,23.0,1000.7276,19.0,47.04,20.52,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-01 05:00:00,PARTLY_CLOUDY_DAY,23.0,1000.4976,19.0,47.18,20.56,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-01 06:00:00,PARTLY_CLOUDY_DAY,23.0,1001.1859,21.0,45.96,17.89,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-01 07:00:00,PARTLY_CLOUDY_DAY,22.0,1000.6578,24.0,41.99,11.73,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-01 08:00:00,RAIN,20.0,1001.1292,29.0,23.92,4.88,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-01 09:00:00,RAIN,17.0,1002.8083,34.0,303.46,3.13,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-01 10:00:00,CLOUDY,15.0,1004.6038,48.0,8.16,2.79,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-01 11:00:00,RAIN,15.0,1003.9562,51.0,98.11,5.23,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-01 12:00:00,CLOUDY,14.0,1004.0683,56.0,101.55,8.34,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-01 13:00:00,CLOUDY,14.0,1005.2042,58.0,105.78,7.18,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-01 14:00:00,CLOUDY,14.0,1005.7135,59.0,106.66,2.22,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-01 15:00:00,CLOUDY,13.0,1004.8343,61.0,305.66,2.72,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-01 16:00:00,CLOUDY,15.0,1004.3328,66.0,249.53,3.09,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-01 17:00:00,CLOUDY,14.4,1004.3075,63.0,288.15,4.34,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-01 18:00:00,CLOUDY,14.3,1004.248,59.0,306.24,5.82,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-01 19:00:00,CLOUDY,14.0,1004.2375,58.0,312.32,6.9,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-01 20:00:00,CLOUDY,14.0,1004.3248,56.0,317.08,7.47,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-01 21:00:00,CLOUDY,14.0,1004.5498,52.0,327.87,7.87,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-01 22:00:00,CLOUDY,9.0,1004.9966,39.0,354.86,10.31,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-01 23:00:00,CLOUDY,11.0,1006.087,31.0,6.9,12.08,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-02 00:00:00,CLOUDY,17.0,1005.9367,24.0,13.44,13.03,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,1006.048,19.0,14.36,12.8,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-02 02:00:00,PARTLY_CLOUDY_DAY,21.0,1005.8685,16.0,11.21,11.98,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-02 03:00:00,CLEAR_DAY,22.0,1005.4398,14.0,5.95,11.77,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-02 04:00:00,CLEAR_DAY,22.0,1004.5052,13.0,5.05,12.19,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-02 05:00:00,CLEAR_DAY,22.0,1004.6921,13.0,359.21,12.49,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-02 06:00:00,PARTLY_CLOUDY_DAY,24.0,1004.2155,12.0,351.14,10.73,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-02 07:00:00,PARTLY_CLOUDY_DAY,23.0,1002.1282,12.0,328.68,6.98,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-02 08:00:00,PARTLY_CLOUDY_DAY,22.0,1001.5847,12.0,271.3,5.0,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-02 09:00:00,CLOUDY,21.0,1001.0395,14.0,228.63,4.11,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-02 10:00:00,CLOUDY,21.0,1002.1610000000001,16.0,197.94,6.28,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-02 11:00:00,CLOUDY,21.0,1001.3005,20.0,97.44,3.49,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-02 12:00:00,CLOUDY,19.0,1003.177,24.0,50.34,6.98,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-02 13:00:00,PARTLY_CLOUDY_NIGHT,18.0,1003.6176,26.0,27.73,6.61,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-02 14:00:00,PARTLY_CLOUDY_NIGHT,18.0,1003.0235,27.0,337.4,4.86,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-02 15:00:00,PARTLY_CLOUDY_NIGHT,17.0,1004.8735,28.0,308.49,6.73,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-02 16:00:00,PARTLY_CLOUDY_NIGHT,14.5,1003.6922,27.0,317.75,9.37,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-02 17:00:00,PARTLY_CLOUDY_NIGHT,13.8,1003.5017,27.0,349.61,7.01,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-02 18:00:00,PARTLY_CLOUDY_NIGHT,13.6,1004.1108,28.0,17.53,6.61,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-02 19:00:00,PARTLY_CLOUDY_NIGHT,13.2,1004.4366,28.0,14.75,5.81,fangshan_aq,116.1,39.7,suburban
beijing_grid_238,2018-05-02 20:00:00,CLEAR_NIGHT,13.1,1005.4982,29.0,354.05,5.84,fangshan_aq,116.1,39.7,suburban
